Date,Close,High,Low,Open,Volume,Ticker,Sector
,BBL.BK,BBL.BK,BBL.BK,BBL.BK,BBL.BK,,
2019-01-02,154.04042053222656,155.5580601433815,154.04042053222656,154.79924033780404,1346200,BBL.BK,Banking
2019-01-03,155.55807495117188,156.31689482898247,154.79925507336128,154.79925507336128,2984500,BBL.BK,Banking
2019-01-04,154.04042053222656,155.5580601433815,152.52278092107161,154.79924033780404,4970100,BBL.BK,Banking
2019-01-07,157.83453369140625,157.83453369140625,154.79925419734076,155.55807407085715,2151400,BBL.BK,Banking
2019-01-08,157.07569885253906,157.83451865375906,156.31687905131906,157.07569885253906,1214600,BBL.BK,Banking
2019-01-09,157.83453369140625,159.35217343843902,157.0757138178899,157.83453369140625,3202600,BBL.BK,Banking
2019-01-10,155.55807495117188,158.59335446241425,155.55807495117188,157.07571470679306,3743600,BBL.BK,Banking
2019-01-11,156.31689453125,157.0757144076153,155.5580746548847,156.31689453125,1395100,BBL.BK,Banking
2019-01-14,157.83453369140625,157.83453369140625,155.55807407085715,156.3168939443735,2113000,BBL.BK,Banking
2019-01-15,156.31689453125,157.8345342839806,155.5580746548847,157.0757144076153,1893400,BBL.BK,Banking
2019-01-16,156.31689453125,157.0757144076153,155.5580746548847,156.31689453125,3600700,BBL.BK,Banking
2019-01-17,154.04042053222656,157.07569975453646,153.2816007266491,155.5580601433815,4795100,BBL.BK,Banking
2019-01-18,151.3845672607422,154.04043686180785,150.24633743171404,154.04043686180785,9919800,BBL.BK,Banking
2019-01-21,155.55807495117188,155.55807495117188,153.2816153177401,154.04043519555069,6392400,BBL.BK,Banking
2019-01-22,157.83453369140625,158.59335356492264,154.79925419734076,155.55807407085715,5689400,BBL.BK,Banking
2019-01-23,159.35218811035156,160.8698279971168,157.8345482235863,158.59336816696893,6018100,BBL.BK,Banking
2019-01-24,160.86981201171875,160.86981201171875,159.35217227575913,160.11099214373894,3477900,BBL.BK,Banking
2019-01-25,158.5933380126953,162.38743700821436,158.5933380126953,161.62861720911053,5884000,BBL.BK,Banking
2019-01-28,159.35218811035156,160.1110080537342,157.8345482235863,158.59336816696893,2651700,BBL.BK,Banking
2019-01-29,160.86981201171875,160.86981201171875,158.59335240777932,159.35217227575913,2548200,BBL.BK,Banking
2019-01-30,160.11097717285156,160.8697969698793,158.59333757879608,160.11097717285156,2952600,BBL.BK,Banking
2019-01-31,163.1462860107422,163.1462860107422,160.86982620594114,161.62864614087482,4174900,BBL.BK,Banking
2019-02-01,163.1462860107422,163.90510594567587,162.3874660758085,163.1462860107422,2880400,BBL.BK,Banking
2019-02-04,161.62863159179688,163.90509119168135,161.62863159179688,163.1462713250532,3394300,BBL.BK,Banking
2019-02-05,161.62863159179688,162.38745145842503,160.86981172516872,160.86981172516872,1436300,BBL.BK,Banking
2019-02-06,160.86981201171875,162.38745174767834,160.86981201171875,161.62863187969856,2089800,BBL.BK,Banking
2019-02-07,160.11097717285156,162.38743656393476,160.11097717285156,160.8697969698793,3846500,BBL.BK,Banking
2019-02-08,160.11097717285156,160.8697969698793,157.83451778176837,159.35215737582382,3406600,BBL.BK,Banking
2019-02-11,160.86981201171875,160.86981201171875,158.59335240777932,160.11099214373894,2488600,BBL.BK,Banking
2019-02-12,160.11097717285156,160.8697969698793,159.35215737582382,160.8697969698793,1832500,BBL.BK,Banking
2019-02-13,160.11097717285156,160.8697969698793,160.11097717285156,160.8697969698793,1859800,BBL.BK,Banking
2019-02-14,159.35218811035156,160.1110080537342,158.59336816696893,160.1110080537342,3407400,BBL.BK,Banking
2019-02-15,157.07569885253906,159.35215825619906,156.31687905131906,158.59333845497906,3660200,BBL.BK,Banking
2019-02-18,156.31689453125,158.59335416034588,156.31689453125,157.8345342839806,3769900,BBL.BK,Banking
2019-02-20,157.07569885253906,157.83451865375906,155.55805925009906,157.07569885253906,3988400,BBL.BK,Banking
2019-02-21,160.11097717285156,160.11097717285156,157.07569798474063,157.83451778176837,2464200,BBL.BK,Banking
2019-02-22,160.11097717285156,160.11097717285156,157.83451778176837,160.11097717285156,2734900,BBL.BK,Banking
2019-02-25,160.86981201171875,161.62863187969856,160.11099214373894,160.86981201171875,4223600,BBL.BK,Banking
2019-02-26,160.11097717285156,160.8697969698793,159.35215737582382,160.8697969698793,3251900,BBL.BK,Banking
2019-02-27,157.83453369140625,160.86981318547177,157.0757138178899,160.11099331195538,6507000,BBL.BK,Banking
2019-02-28,158.5933380126953,159.35215781179912,157.0756984144877,157.8345182135915,3710800,BBL.BK,Banking
2019-03-01,158.5933380126953,160.11097761090292,158.5933380126953,159.35215781179912,2165700,BBL.BK,Banking
2019-03-04,156.31689453125,159.35217403671115,156.31689453125,158.59335416034588,3321400,BBL.BK,Banking
2019-03-05,158.5933380126953,158.5933380126953,155.5580588162801,156.3168786153839,2519700,BBL.BK,Banking
2019-03-06,156.31689453125,158.59335416034588,156.31689453125,157.8345342839806,2164700,BBL.BK,Banking
2019-03-07,157.07569885253906,158.59333845497906,155.55805925009906,155.55805925009906,2878100,BBL.BK,Banking
2019-03-08,156.31689453125,157.8345342839806,155.5580746548847,156.31689453125,3621800,BBL.BK,Banking
2019-03-11,157.07569885253906,157.83451865375906,156.31687905131906,157.07569885253906,1382300,BBL.BK,Banking
2019-03-12,157.83453369140625,158.59335356492264,157.0757138178899,157.83453369140625,1712300,BBL.BK,Banking
2019-03-13,159.35218811035156,160.1110080537342,157.0757282802037,157.8345482235863,2630800,BBL.BK,Banking
2019-03-14,158.5933380126953,160.11097761090292,158.5933380126953,160.11097761090292,1191800,BBL.BK,Banking
2019-03-15,157.83453369140625,159.35217343843902,157.83453369140625,159.35217343843902,2294800,BBL.BK,Banking
2019-03-18,158.5933380126953,158.5933380126953,157.0756984144877,158.5933380126953,845700,BBL.BK,Banking
2019-03-19,158.5933380126953,159.35215781179912,157.0756984144877,157.8345182135915,1660700,BBL.BK,Banking
2019-03-20,157.83453369140625,158.59335356492264,157.0757138178899,158.59335356492264,2566400,BBL.BK,Banking
2019-03-21,157.83453369140625,159.35217343843902,157.83453369140625,158.59335356492264,2309100,BBL.BK,Banking
2019-03-22,157.83453369140625,158.59335356492264,157.0757138178899,157.83453369140625,4893300,BBL.BK,Banking
2019-03-25,157.07569885253906,158.59333845497906,156.31687905131906,157.07569885253906,2945500,BBL.BK,Banking
2019-03-26,157.83453369140625,158.59335356492264,156.3168939443735,157.0757138178899,2764200,BBL.BK,Banking
2019-03-27,157.07569885253906,158.59333845497906,156.31687905131906,157.83451865375906,3660300,BBL.BK,Banking
2019-03-28,157.07569885253906,157.07569885253906,155.55805925009906,156.31687905131906,4086900,BBL.BK,Banking
2019-03-29,157.07569885253906,158.59333845497906,156.31687905131906,157.83451865375906,2969400,BBL.BK,Banking
2019-04-01,157.83453369140625,158.59335356492264,157.0757138178899,157.0757138178899,2476200,BBL.BK,Banking
2019-04-02,158.5933380126953,158.5933380126953,157.0756984144877,157.0756984144877,2098700,BBL.BK,Banking
2019-04-03,157.83453369140625,158.59335356492264,157.83453369140625,158.59335356492264,2173200,BBL.BK,Banking
2019-04-04,158.5933380126953,158.5933380126953,157.0756984144877,157.8345182135915,2450700,BBL.BK,Banking
2019-04-05,159.35218811035156,159.35218811035156,158.59336816696893,158.59336816696893,840400,BBL.BK,Banking
2019-04-09,158.5933380126953,159.35215781179912,157.8345182135915,159.35215781179912,2804100,BBL.BK,Banking
2019-04-10,159.35218811035156,159.35218811035156,157.8345482235863,158.59336816696893,2266300,BBL.BK,Banking
2019-04-11,158.5933380126953,159.35215781179912,157.8345182135915,158.5933380126953,2953900,BBL.BK,Banking
2019-04-12,159.35218811035156,159.35218811035156,157.8345482235863,158.59336816696893,1373200,BBL.BK,Banking
2019-04-17,160.11097717285156,160.8697969698793,158.59333757879608,159.35215737582382,5162200,BBL.BK,Banking
2019-04-18,158.5933380126953,160.86979741000673,158.5933380126953,160.86979741000673,4464300,BBL.BK,Banking
2019-04-19,159.35218811035156,160.1110080537342,158.59336816696893,158.59336816696893,3052200,BBL.BK,Banking
2019-04-22,159.35218811035156,160.1110080537342,158.59336816696893,160.1110080537342,4076000,BBL.BK,Banking
2019-04-23,159.73989868164062,160.5153350830078,158.96446228027344,159.73989868164062,3197500,BBL.BK,Banking
2019-04-24,159.73989868164062,160.5153350830078,158.96446228027344,159.73989868164062,4060200,BBL.BK,Banking
2019-04-25,158.18902587890625,159.73989868164062,158.18902587890625,159.73989868164062,4251600,BBL.BK,Banking
2019-04-26,158.18902587890625,159.73989868164062,158.18902587890625,158.96446228027344,2280700,BBL.BK,Banking
2019-04-29,158.18902587890625,158.96446228027344,156.63815307617188,158.96446228027344,4087500,BBL.BK,Banking
2019-04-30,157.41357421875,158.96444687115147,157.41357421875,158.18901054495072,4084400,BBL.BK,Banking
2019-05-02,158.96446228027344,159.73989868164062,157.41358947753906,158.18902587890625,3591200,BBL.BK,Banking
2019-05-03,158.96446228027344,159.73989868164062,158.96446228027344,159.73989868164062,2265300,BBL.BK,Banking
2019-05-07,159.73989868164062,160.5153350830078,158.18902587890625,158.96446228027344,2643400,BBL.BK,Banking
2019-05-08,160.51531982421875,160.51531982421875,158.18901084125906,158.9644471689123,3007300,BBL.BK,Banking
2019-05-09,157.41357421875,159.7398831973522,156.63813789254925,159.7398831973522,3434600,BBL.BK,Banking
2019-05-10,155.8627166748047,158.18902587890625,155.8627166748047,158.18902587890625,4245400,BBL.BK,Banking
2019-05-13,156.63815307617188,157.41358947753906,155.0872802734375,155.0872802734375,1721900,BBL.BK,Banking
2019-05-14,156.63815307617188,157.41358947753906,155.8627166748047,155.8627166748047,3128700,BBL.BK,Banking
2019-05-15,154.69955444335938,157.4135817142955,154.69955444335938,156.6381453511709,4567300,BBL.BK,Banking
2019-05-16,155.08729553222656,155.86273200988768,153.92414081573486,155.86273200988768,3583200,BBL.BK,Banking
2019-05-17,155.8627166748047,155.8627166748047,153.92412567138672,155.0872802734375,3670200,BBL.BK,Banking
2019-05-21,155.8627166748047,156.63815307617188,155.0872802734375,155.8627166748047,2224300,BBL.BK,Banking
2019-05-22,156.63815307617188,157.41358947753906,154.6995620727539,155.8627166748047,4464100,BBL.BK,Banking
2019-05-23,154.69955444335938,155.86270898804628,154.69955444335938,155.08727262492167,2880100,BBL.BK,Banking
2019-05-24,155.08729553222656,155.86273200988768,154.69957729339598,154.69957729339598,5047400,BBL.BK,Banking
2019-05-27,154.69955444335938,155.86270898804628,154.31183626179708,155.08727262492167,4952100,BBL.BK,Banking
2019-05-28,150.82235717773438,155.86269302172036,150.82235717773438,155.08725673803022,14987500,BBL.BK,Banking
2019-05-29,151.2100830078125,151.9855193309295,150.4346466846955,151.597801169371,10497200,BBL.BK,Banking
2019-05-30,150.82235717773438,151.9855116032696,150.04692089404423,150.82235717773438,5095900,BBL.BK,Banking
2019-05-31,152.3732452392578,152.3732452392578,150.04693615163555,150.8223725141763,5528400,BBL.BK,Banking
2019-06-04,153.5364227294922,154.311859207924,152.76098625106042,152.76098625106042,5360200,BBL.BK,Banking
2019-06-05,155.08729553222656,155.86273200988768,154.31185905456542,154.69957729339598,5471200,BBL.BK,Banking
2019-06-06,155.08729553222656,155.86273200988768,154.31185905456542,155.86273200988768,6371000,BBL.BK,Banking
2019-06-07,154.31185913085938,155.8627320869484,154.31185913085938,155.8627320869484,2678900,BBL.BK,Banking
2019-06-10,155.08729553222656,155.08729553222656,154.31185905456542,155.08729553222656,2379200,BBL.BK,Banking
2019-06-11,155.8627166748047,156.63815307617188,155.0872802734375,155.8627166748047,4269100,BBL.BK,Banking
2019-06-12,155.08729553222656,155.86273200988768,155.08729553222656,155.86273200988768,2807400,BBL.BK,Banking
2019-06-13,154.69955444335938,155.86270898804628,154.31183626179708,154.69955444335938,3198300,BBL.BK,Banking
2019-06-14,154.31185913085938,155.8627320869484,154.31185913085938,155.08729560890387,4720300,BBL.BK,Banking
2019-06-17,154.69955444335938,155.08727262492167,154.31183626179708,154.31183626179708,2445500,BBL.BK,Banking
2019-06-18,155.08729553222656,155.86273200988768,153.92414081573486,154.31185905456542,4786100,BBL.BK,Banking
2019-06-19,155.8627166748047,157.41358947753906,155.0872802734375,155.8627166748047,6072800,BBL.BK,Banking
2019-06-20,157.41357421875,158.18901054495072,156.63813789254925,156.63813789254925,4589400,BBL.BK,Banking
2019-06-21,155.08729553222656,158.1890414428711,155.08729553222656,157.41360496520994,5251300,BBL.BK,Banking
2019-06-24,155.08729553222656,155.86273200988768,154.69957729339598,155.86273200988768,3430700,BBL.BK,Banking
2019-06-25,154.69955444335938,155.86270898804628,154.31183626179708,155.08727262492167,5562800,BBL.BK,Banking
2019-06-26,153.9241180419922,154.69955440492416,153.9241180419922,154.3118362234582,3702700,BBL.BK,Banking
2019-06-27,153.5364227294922,154.69957744713986,153.14870449027632,154.311859207924,5456700,BBL.BK,Banking
2019-06-28,152.76100158691406,153.5364381431928,152.76100158691406,153.5364381431928,2756000,BBL.BK,Banking
2019-07-01,153.9241180419922,154.69955440492416,153.53639986052622,153.9241180419922,4996200,BBL.BK,Banking
2019-07-02,153.14869689941406,154.31185155940963,153.14869689941406,153.9241333394111,4051900,BBL.BK,Banking
2019-07-03,153.14869689941406,153.9241333394111,152.76097867941556,153.14869689941406,2650500,BBL.BK,Banking
2019-07-04,152.3732452392578,153.9241179643393,151.98552705798744,153.53639978306893,5128700,BBL.BK,Banking
2019-07-05,152.76100158691406,152.76100158691406,151.9855650306353,152.3732833087747,2076400,BBL.BK,Banking
2019-07-08,153.14869689941406,153.5364151194126,151.59782401942002,152.37326045941703,3359400,BBL.BK,Banking
2019-07-09,151.9855499267578,153.14870464558504,151.9855499267578,152.76098640597596,2183400,BBL.BK,Banking
2019-07-10,153.14869689941406,153.5364151194126,152.37326045941703,152.76097867941556,3376100,BBL.BK,Banking
2019-07-11,151.9855499267578,153.92414112480319,151.9855499267578,153.5364228851941,3847300,BBL.BK,Banking
2019-07-12,152.3732452392578,152.76096342052818,151.59780887671707,152.3732452392578,4091100,BBL.BK,Banking
2019-07-15,151.59780883789062,152.76096338140385,151.59780883789062,152.76096338140385,1772900,BBL.BK,Banking
2019-07-17,149.65921020507812,151.5978010108434,149.65921020507812,151.5978010108434,5987100,BBL.BK,Banking
2019-07-18,149.27151489257812,150.04695133357853,148.88379667207792,149.65923311307833,4727700,BBL.BK,Banking
2019-07-19,147.3328857421875,151.21006694592927,147.3328857421875,151.21006694592927,10421400,BBL.BK,Banking
2019-07-22,147.3328857421875,148.10832198293585,146.9451676218133,147.7206038625617,5523200,BBL.BK,Banking
2019-07-23,143.8434295654297,148.4960472333142,143.8434295654297,148.1083290943238,13217300,BBL.BK,Banking
2019-07-24,144.618896484375,145.39433292665046,143.4557418209618,143.84346004209954,6512500,BBL.BK,Banking
2019-07-25,144.618896484375,145.39433292665046,144.23117826323727,144.618896484375,4969500,BBL.BK,Banking
2019-07-26,143.8434295654297,144.61886584341042,143.4557114264393,144.61886584341042,6103600,BBL.BK,Banking
2019-07-30,141.51715087890625,144.23117843000855,141.1294326573202,143.84346020842253,6448100,BBL.BK,Banking
2019-07-31,140.74169921875,142.2925719374139,140.74169921875,141.12941739841597,6395200,BBL.BK,Banking
2019-08-01,138.80311584472656,140.35398864746094,138.41539764404297,139.96627044677734,12297500,BBL.BK,Banking
2019-08-02,137.6399688720703,138.80312353859486,136.4768142055458,136.4768142055458,13437000,BBL.BK,Banking
2019-08-05,137.6399688720703,138.80312353859486,137.6399688720703,137.6399688720703,5112800,BBL.BK,Banking
2019-08-06,137.25222778320312,137.63994594078278,136.0890733104641,136.86450962562344,6883600,BBL.BK,Banking
